Protein_Accession	Sequence_MD5_digest	Sequence_Length	Analysis	Signature_Accession	Signature_Description	Start_Location	Stop_location	E-value_Score	Status	Date	InterPro_annotations_accession	InterPro_annotations_description
S3054	ac1207fa805fb30109fe61a2e2299841	151	Gene3D	G3DSA:3.50.50.60		1	151	5.0E-37	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S2596	71f8194d58319aa949b22eabd409fbd8	52	MobiDBLite	mobidb-lite	consensus disorder prediction	20	52	-	T	18-04-2018
S0517	bd4d9628dc295e8273a92efa52e78dfc	49	SUPERFAMILY	SSF49344		4	33	9.02E-6	T	18-04-2018
S0517	bd4d9628dc295e8273a92efa52e78dfc	49	Gene3D	G3DSA:2.60.40.1190		1	48	1.9E-5	T	18-04-2018
S3438	932d3cc3de80f45ea4da89df9f9c4987	111	Gene3D	G3DSA:3.40.640.10		1	111	6.4E-18	T	18-04-2018	IPR015421	Pyridoxal phosphate-dependent transferase, major domain
S2840	f773d3a52035db9da4a02775f7163f63	46	MobiDBLite	mobidb-lite	consensus disorder prediction	11	46	-	T	18-04-2018
S2396	b9599477f2752e91e673a5fe2c9e1c4a	76	MobiDBLite	mobidb-lite	consensus disorder prediction	56	76	-	T	18-04-2018
S2777	418c4956a2d228b64eefb4c9b51f1aee	41	MobiDBLite	mobidb-lite	consensus disorder prediction	1	41	-	T	18-04-2018
S1458	3a605964c6dbac668613bfbae8b6b088	39	MobiDBLite	mobidb-lite	consensus disorder prediction	1	39	-	T	18-04-2018
S2057	2aa7933c1b9f08c144fdfff1e15b9f6c	34	Gene3D	G3DSA:2.40.170.20		1	34	3.8E-6	T	18-04-2018	IPR036942	TonB-dependent receptor-like, beta-barrel domain superfamily
S2057	2aa7933c1b9f08c144fdfff1e15b9f6c	34	Pfam	PF00593	TonB dependent receptor	1	34	4.1E-4	T	18-04-2018	IPR000531	TonB-dependent receptor-like, beta-barrel
S2057	2aa7933c1b9f08c144fdfff1e15b9f6c	34	SUPERFAMILY	SSF56935		1	34	5.13E-5	T	18-04-2018
S1297	be0a25745e7194966689c50407362a93	31	MobiDBLite	mobidb-lite	consensus disorder prediction	1	31	-	T	18-04-2018
S1884	47d8f8f806058467ba11bb81c047b336	30	MobiDBLite	mobidb-lite	consensus disorder prediction	1	30	-	T	18-04-2018
S2154	a70006cefc49136c758349a8b5daf359	149	MobiDBLite	mobidb-lite	consensus disorder prediction	38	149	-	T	18-04-2018
S0744	ecaad435789112c2780c927b016de164	148	Gene3D	G3DSA:3.50.50.60		27	148	2.5E-21	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S0744	ecaad435789112c2780c927b016de164	148	Pfam	PF04820	Tryptophan halogenase	35	147	1.9E-25	T	18-04-2018	IPR006905	Flavin-dependent halogenase
S0744	ecaad435789112c2780c927b016de164	148	MobiDBLite	mobidb-lite	consensus disorder prediction	1	23	-	T	18-04-2018
S1942	48a65c3ffbd34e0741f1462851b06fc2	40	Pfam	PF02538	Hydantoinase B/oxoprolinase	1	40	1.3E-11	T	18-04-2018	IPR003692	Hydantoinase B/oxoprolinase
S3291	89abd67e6b6584daec6088a2607e0286	149	Pfam	PF04820	Tryptophan halogenase	4	149	7.6E-14	T	18-04-2018	IPR006905	Flavin-dependent halogenase
S3291	89abd67e6b6584daec6088a2607e0286	149	Gene3D	G3DSA:3.50.50.60		1	149	2.0E-16	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S2450	c8e02f1e8c79824b5ac7959a49a22328	100	MobiDBLite	mobidb-lite	consensus disorder prediction	1	100	-	T	18-04-2018
S2387	645b887a0a9d7e07726cfe8a48c4ad60	94	MobiDBLite	mobidb-lite	consensus disorder prediction	1	46	-	T	18-04-2018
S2247	dea241460367f85b722c424c880e6b27	149	MobiDBLite	mobidb-lite	consensus disorder prediction	1	34	-	T	18-04-2018
S2247	dea241460367f85b722c424c880e6b27	149	Gene3D	G3DSA:3.50.50.60		56	149	2.7E-8	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S2247	dea241460367f85b722c424c880e6b27	149	Pfam	PF04820	Tryptophan halogenase	59	146	2.1E-7	T	18-04-2018	IPR006905	Flavin-dependent halogenase
S2247	dea241460367f85b722c424c880e6b27	149	SUPERFAMILY	SSF51905		78	147	7.12E-6	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S2334	f669a880b4ed26675733ecbdc13666a5	61	MobiDBLite	mobidb-lite	consensus disorder prediction	28	61	-	T	18-04-2018
S0566	521dbcbb03223cc0f930f8cbd06e64c7	99	MobiDBLite	mobidb-lite	consensus disorder prediction	1	36	-	T	18-04-2018
S0566	521dbcbb03223cc0f930f8cbd06e64c7	99	ProSiteProfiles	PS51819	Vicinal oxygen chelate (VOC) domain profile.	80	99	10.033	T	18-04-2018	IPR037523	Vicinal oxygen chelate (VOC) domain
S0566	521dbcbb03223cc0f930f8cbd06e64c7	99	SUPERFAMILY	SSF54593		76	99	6.34E-5	T	18-04-2018	IPR029068	Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase
S0998	2c1d579b18fb8adeed0eb10686fde972	39	SUPERFAMILY	SSF50998		2	39	3.01E-14	T	18-04-2018	IPR011047	Quinoprotein alcohol dehydrogenase-like superfamily
S0998	2c1d579b18fb8adeed0eb10686fde972	39	Pfam	PF01011	PQQ enzyme repeat	6	32	6.1E-6	T	18-04-2018	IPR002372	Pyrrolo-quinoline quinone repeat
S0998	2c1d579b18fb8adeed0eb10686fde972	39	Gene3D	G3DSA:2.140.10.10		1	39	5.9E-19	T	18-04-2018
S0799	2b80616470364bc55afa996f82c9bd74	117	MobiDBLite	mobidb-lite	consensus disorder prediction	72	117	-	T	18-04-2018
S0768	5f3323e2eccfce8cae1002fa02fb04e9	90	MobiDBLite	mobidb-lite	consensus disorder prediction	1	47	-	T	18-04-2018
S0768	5f3323e2eccfce8cae1002fa02fb04e9	90	SUPERFAMILY	SSF56176		43	90	1.47E-5	T	18-04-2018	IPR036318	FAD-binding, type 2-like superfamily
S0768	5f3323e2eccfce8cae1002fa02fb04e9	90	Gene3D	G3DSA:3.30.43.10		43	90	5.4E-16	T	18-04-2018	IPR016167	FAD-binding, type 2, subdomain 1
S0523	509c47c8e47b8caf0e7752e2139e1105	93	Pfam	PF13517	Repeat domain in Vibrio, Colwellia, Bradyrhizobium and Shewanella	34	92	4.6E-9	T	18-04-2018
S0523	509c47c8e47b8caf0e7752e2139e1105	93	SUPERFAMILY	SSF69318		5	92	4.45E-15	T	18-04-2018
S0140	bf02407d5fc5129ba01fd97f1d6784ba	85	Pfam	PF01933	Uncharacterised protein family UPF0052	2	71	1.7E-13	T	18-04-2018	IPR002882	LPPG:FO 2-phospho-L-lactate transferase CofD/UPF0052
S0140	bf02407d5fc5129ba01fd97f1d6784ba	85	Gene3D	G3DSA:3.40.50.10680		1	85	1.1E-29	T	18-04-2018
S0140	bf02407d5fc5129ba01fd97f1d6784ba	85	SUPERFAMILY	SSF142338		2	83	3.27E-18	T	18-04-2018
S0420	e2880344331fa39724f0abe6e3b98f68	113	MobiDBLite	mobidb-lite	consensus disorder prediction	36	65	-	T	18-04-2018
S0420	e2880344331fa39724f0abe6e3b98f68	113	Gene3D	G3DSA:3.40.1350.10		65	113	1.4E-15	T	18-04-2018	IPR011856	tRNA endonuclease-like domain superfamily
S0420	e2880344331fa39724f0abe6e3b98f68	113	Pfam	PF02021	Uncharacterised protein family UPF0102	66	112	5.3E-15	T	18-04-2018	IPR003509	Uncharacterised protein family UPF0102
S0420	e2880344331fa39724f0abe6e3b98f68	113	SUPERFAMILY	SSF52980		61	113	3.97E-12	T	18-04-2018	IPR011335	Restriction endonuclease  type II-like
S3589	1fe2ffdea0322f525fbd6992f9c23c06	51	MobiDBLite	mobidb-lite	consensus disorder prediction	21	51	-	T	18-04-2018
S2350	79fdfac8dd6f6b70d92b6d76984b10a0	47	SUPERFAMILY	SSF52418		2	47	1.06E-18	T	18-04-2018	IPR035902	Nucleoside phosphorylase/phosphoribosyltransferase catalytic domain superfamily
S2350	79fdfac8dd6f6b70d92b6d76984b10a0	47	Gene3D	G3DSA:3.40.1030.10		1	47	1.2E-21	T	18-04-2018	IPR035902	Nucleoside phosphorylase/phosphoribosyltransferase catalytic domain superfamily
S2350	79fdfac8dd6f6b70d92b6d76984b10a0	47	Pfam	PF00591	Glycosyl transferase family, a/b domain	3	47	9.1E-21	T	18-04-2018	IPR000312	Glycosyl transferase, family 3
S3341	06ac1ab2f646d7a19a44223b4a3fd772	29	MobiDBLite	mobidb-lite	consensus disorder prediction	1	29	-	T	18-04-2018
S2789	a79d7da4752a91e6c64a34e695f4a62d	31	MobiDBLite	mobidb-lite	consensus disorder prediction	1	31	-	T	18-04-2018
S2195	ae6e1f1486ff52d742a087996c25e269	36	MobiDBLite	mobidb-lite	consensus disorder prediction	1	36	-	T	18-04-2018
S0959	2421fa09ba5ba01b9d987734511d5982	64	Pfam	PF13517	Repeat domain in Vibrio, Colwellia, Bradyrhizobium and Shewanella	10	58	1.6E-6	T	18-04-2018
S0959	2421fa09ba5ba01b9d987734511d5982	64	SUPERFAMILY	SSF69318		3	52	4.71E-10	T	18-04-2018
S2349	649282d8698d007e353d18e7cd526fbe	48	Pfam	PF00296	Luciferase-like monooxygenase	3	37	9.8E-7	T	18-04-2018	IPR011251	Luciferase-like domain
S2349	649282d8698d007e353d18e7cd526fbe	48	SUPERFAMILY	SSF51679		3	39	4.88E-6	T	18-04-2018	IPR036661	Luciferase-like domain superfamily
S1646	ae0610de01877cb7bace4c3ad8a762ad	56	Gene3D	G3DSA:2.130.10.10		3	56	2.3E-9	T	18-04-2018	IPR015943	WD40/YVTN repeat-like-containing domain superfamily
S1646	ae0610de01877cb7bace4c3ad8a762ad	56	SUPERFAMILY	SSF110296		16	56	4.97E-9	T	18-04-2018
S1003	f23517cb24e53429df90d5ebf0460b19	54	Pfam	PF00501	AMP-binding enzyme	6	54	9.4E-10	T	18-04-2018	IPR000873	AMP-dependent synthetase/ligase
S1003	f23517cb24e53429df90d5ebf0460b19	54	Gene3D	G3DSA:2.30.38.10		1	54	2.0E-15	T	18-04-2018
S1003	f23517cb24e53429df90d5ebf0460b19	54	SUPERFAMILY	SSF56801		5	54	1.44E-12	T	18-04-2018
S2475	dcc21aac399061d1a341e1115811dad9	146	MobiDBLite	mobidb-lite	consensus disorder prediction	1	98	-	T	18-04-2018
S0560	699daa8d339c8ddfa468308c2dfdbb86	39	SUPERFAMILY	SSF51735		2	38	2.01E-8	T	18-04-2018	IPR036291	NAD(P)-binding domain superfamily
S0560	699daa8d339c8ddfa468308c2dfdbb86	39	Gene3D	G3DSA:3.40.50.720		1	39	4.4E-8	T	18-04-2018
S0560	699daa8d339c8ddfa468308c2dfdbb86	39	Pfam	PF16363	GDP-mannose 4,6 dehydratase	2	39	5.1E-8	T	18-04-2018	IPR016040	NAD(P)-binding domain
S2892	53e4df6d3738f7f242d194dd693f63a8	125	Gene3D	G3DSA:3.50.50.60		1	125	1.6E-30	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S2892	53e4df6d3738f7f242d194dd693f63a8	125	Pfam	PF04820	Tryptophan halogenase	4	125	2.6E-36	T	18-04-2018	IPR006905	Flavin-dependent halogenase
S3362	c91dbc619cec3dfc3a4753b8c1e1b385	30	SUPERFAMILY	SSF55021		3	29	1.53E-5	T	18-04-2018
S3362	c91dbc619cec3dfc3a4753b8c1e1b385	30	Gene3D	G3DSA:3.30.70.260		2	30	3.6E-6	T	18-04-2018
S2520	78e81f2c69fbc415698e9d29009661bf	119	MobiDBLite	mobidb-lite	consensus disorder prediction	1	119	-	T	18-04-2018
S2018	586817858d662528836a267a7a0a787f	41	MobiDBLite	mobidb-lite	consensus disorder prediction	1	41	-	T	18-04-2018
S1039	bc145d817159bfc996331db715f3d636	97	MobiDBLite	mobidb-lite	consensus disorder prediction	46	71	-	T	18-04-2018
S2407	1dd63e237653f6c404e06edd92a49396	47	MobiDBLite	mobidb-lite	consensus disorder prediction	1	47	-	T	18-04-2018
S0942	eeaf0a862759d3d5898ba10fd4d3064f	67	Gene3D	G3DSA:3.40.50.1820		1	67	7.8E-12	T	18-04-2018	IPR029058	Alpha/Beta hydrolase fold
S0942	eeaf0a862759d3d5898ba10fd4d3064f	67	Pfam	PF00561	alpha/beta hydrolase fold	7	64	4.9E-8	T	18-04-2018	IPR000073	Alpha/beta hydrolase fold-1
S0942	eeaf0a862759d3d5898ba10fd4d3064f	67	SUPERFAMILY	SSF53474		4	59	1.51E-12	T	18-04-2018	IPR029058	Alpha/Beta hydrolase fold
S1779	bc8399e628855a5df14f36acbf0133a4	148	Gene3D	G3DSA:3.50.50.60		2	148	4.5E-16	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S1779	bc8399e628855a5df14f36acbf0133a4	148	Pfam	PF04820	Tryptophan halogenase	5	145	5.2E-14	T	18-04-2018	IPR006905	Flavin-dependent halogenase
S0552	af22bbfde2b856d48176ee7f808cf7b6	58	SUPERFAMILY	SSF53383		1	55	2.52E-11	T	18-04-2018	IPR015424	Pyridoxal phosphate-dependent transferase
S0552	af22bbfde2b856d48176ee7f808cf7b6	58	Gene3D	G3DSA:3.40.640.10		1	56	1.2E-11	T	18-04-2018	IPR015421	Pyridoxal phosphate-dependent transferase, major domain
S0409	6ceeaa6452ed45dc3cc1f6760b9af55e	29	MobiDBLite	mobidb-lite	consensus disorder prediction	1	29	-	T	18-04-2018
S2871	359c6ad22fd7ebf74887a960cd3a4889	35	SUPERFAMILY	SSF54637		1	35	5.33E-7	T	18-04-2018	IPR029069	HotDog domain superfamily
S2871	359c6ad22fd7ebf74887a960cd3a4889	35	Pfam	PF03061	Thioesterase superfamily	1	35	1.9E-5	T	18-04-2018	IPR006683	Thioesterase domain
S2871	359c6ad22fd7ebf74887a960cd3a4889	35	Gene3D	G3DSA:3.10.129.10		1	35	3.5E-8	T	18-04-2018
S0171	f91043c974f4d415d3ba40779e402e0d	48	MobiDBLite	mobidb-lite	consensus disorder prediction	1	48	-	T	18-04-2018
S3569	8dbf6d1d6a990c8a972970761a20c12a	43	MobiDBLite	mobidb-lite	consensus disorder prediction	1	43	-	T	18-04-2018
S1549	8f73fced00c3959316cc559bf0d89d73	38	SUPERFAMILY	SSF89796		8	38	4.58E-5	T	18-04-2018	IPR023606	CoA-transferase family III domain superfamily
S1549	8f73fced00c3959316cc559bf0d89d73	38	Gene3D	G3DSA:3.40.50.10540		1	38	1.7E-5	T	18-04-2018	IPR023606	CoA-transferase family III domain superfamily
S2808	3f1a9c76d0e84878631ddbea12522f2d	151	MobiDBLite	mobidb-lite	consensus disorder prediction	55	111	-	T	18-04-2018
S2808	3f1a9c76d0e84878631ddbea12522f2d	151	Pfam	PF00310	Glutamine amidotransferases class-II	2	55	5.7E-6	T	18-04-2018	IPR017932	Glutamine amidotransferase type 2 domain
S2808	3f1a9c76d0e84878631ddbea12522f2d	151	Gene3D	G3DSA:3.60.20.10		1	70	2.0E-5	T	18-04-2018	IPR029055	Nucleophile aminohydrolases, N-terminal
S2808	3f1a9c76d0e84878631ddbea12522f2d	151	MobiDBLite	mobidb-lite	consensus disorder prediction	124	151	-	T	18-04-2018
S2834	55cd7331f124414251b284107d85b44f	54	MobiDBLite	mobidb-lite	consensus disorder prediction	12	54	-	T	18-04-2018
S0392	f8b705134dbc1c01e08e25809159555b	36	MobiDBLite	mobidb-lite	consensus disorder prediction	1	36	-	T	18-04-2018
S0003	51717b859468819f20256bc649d84da5	78	MobiDBLite	mobidb-lite	consensus disorder prediction	1	27	-	T	18-04-2018
S0413	e0ea517011acffb286faad82b6e8afea	38	MobiDBLite	mobidb-lite	consensus disorder prediction	1	38	-	T	18-04-2018
S2636	7207bdb55bfb1dbd0ecbb1ad9f254169	91	MobiDBLite	mobidb-lite	consensus disorder prediction	40	91	-	T	18-04-2018
S2636	7207bdb55bfb1dbd0ecbb1ad9f254169	91	MobiDBLite	mobidb-lite	consensus disorder prediction	1	23	-	T	18-04-2018
S1439	506fbb89d74e55a4cf62242ec75c2b28	101	Gene3D	G3DSA:3.40.640.10		2	100	1.4E-33	T	18-04-2018	IPR015421	Pyridoxal phosphate-dependent transferase, major domain
S1439	506fbb89d74e55a4cf62242ec75c2b28	101	SUPERFAMILY	SSF53383		3	100	1.32E-24	T	18-04-2018	IPR015424	Pyridoxal phosphate-dependent transferase
S1439	506fbb89d74e55a4cf62242ec75c2b28	101	Pfam	PF00266	Aminotransferase class-V	3	100	4.6E-19	T	18-04-2018	IPR000192	Aminotransferase class V domain
S0473	2689b0d984ab1d13087b97106d2c8d83	30	ProSitePatterns	PS00858	Prephenate dehydratase signature 2.	17	24	-	T	18-04-2018	IPR018528	Prephenate dehydratase, conserved site
S0473	2689b0d984ab1d13087b97106d2c8d83	30	Gene3D	G3DSA:3.30.70.260		2	30	6.4E-6	T	18-04-2018
S0473	2689b0d984ab1d13087b97106d2c8d83	30	SUPERFAMILY	SSF55021		2	29	2.75E-5	T	18-04-2018
S1574	03bdf8e3de1583607711efe9b7658a0e	35	MobiDBLite	mobidb-lite	consensus disorder prediction	1	35	-	T	18-04-2018
S3332	4ad29cc54bc05c85461aae5db060079d	28	MobiDBLite	mobidb-lite	consensus disorder prediction	1	28	-	T	18-04-2018
S2522	1ca7e6f041c8aea67be3a136095e6071	91	MobiDBLite	mobidb-lite	consensus disorder prediction	70	91	-	T	18-04-2018
S2522	1ca7e6f041c8aea67be3a136095e6071	91	MobiDBLite	mobidb-lite	consensus disorder prediction	1	58	-	T	18-04-2018
S3472	7addfe36e5e555fae0654b02b9c4bf9c	102	MobiDBLite	mobidb-lite	consensus disorder prediction	37	71	-	T	18-04-2018
S3567	85848bfd66fbe0cbcd9871f9a749d60f	66	MobiDBLite	mobidb-lite	consensus disorder prediction	24	66	-	T	18-04-2018
S1361	cf3303c67434b070b4b09a3ba2f5e275	34	MobiDBLite	mobidb-lite	consensus disorder prediction	1	34	-	T	18-04-2018
S0844	18a23e1d541f8f406900927a061883c2	51	MobiDBLite	mobidb-lite	consensus disorder prediction	17	40	-	T	18-04-2018
S1582	a1b91d238b3f20bc804e55c9d4f40160	42	SUPERFAMILY	SSF143011		2	41	2.94E-12	T	18-04-2018	IPR035093	Toxin-antitoxin system, RelE/ParE toxin domain superfamily
S1582	a1b91d238b3f20bc804e55c9d4f40160	42	Gene3D	G3DSA:3.30.2310.20		1	42	3.3E-15	T	18-04-2018	IPR035093	Toxin-antitoxin system, RelE/ParE toxin domain superfamily
S1582	a1b91d238b3f20bc804e55c9d4f40160	42	Pfam	PF15738	Bacterial toxin of type II toxin-antitoxin system, YafQ	1	42	6.2E-16	T	18-04-2018	IPR004386	Toxin-antitoxin system, YafQ-like toxin
S1582	a1b91d238b3f20bc804e55c9d4f40160	42	TIGRFAM	TIGR02385	RelE_StbE: addiction module toxin, RelE/StbE family	2	42	1.9E-11	T	18-04-2018	IPR007712	Toxin-antitoxin system, RelE/ParE toxin family
S0033	716d7b4baa111881ea71a4fe7240486e	26	MobiDBLite	mobidb-lite	consensus disorder prediction	1	26	-	T	18-04-2018
S0421	891749740307f0a3ef303f88864ebee9	39	MobiDBLite	mobidb-lite	consensus disorder prediction	1	39	-	T	18-04-2018
S1436	94a11893a76cd0133c1b311928c709ee	45	MobiDBLite	mobidb-lite	consensus disorder prediction	18	45	-	T	18-04-2018
S3156	adb6d37e5fa99745861a69b478d84725	36	MobiDBLite	mobidb-lite	consensus disorder prediction	1	36	-	T	18-04-2018
S3499	c5bef3762eff743c7d460ca4882502d2	51	Pfam	PF02772	S-adenosylmethionine synthetase, central domain	1	51	1.5E-7	T	18-04-2018	IPR022629	S-adenosylmethionine synthetase, central domain
S3499	c5bef3762eff743c7d460ca4882502d2	51	Gene3D	G3DSA:3.30.300.10		1	51	1.5E-10	T	18-04-2018
S3499	c5bef3762eff743c7d460ca4882502d2	51	SUPERFAMILY	SSF55973		1	51	5.49E-8	T	18-04-2018	IPR022636	S-adenosylmethionine synthetase superfamily
S2643	4d5fc961654f1b622f164f495cb145e2	51	MobiDBLite	mobidb-lite	consensus disorder prediction	1	51	-	T	18-04-2018
S2202	4701da56a997e9a801aeac925d94110c	36	MobiDBLite	mobidb-lite	consensus disorder prediction	1	36	-	T	18-04-2018
S1908	c3a2546eff4cb917817e1f1ec3c25f7d	50	Gene3D	G3DSA:3.90.110.10		1	49	2.4E-11	T	18-04-2018	IPR015955	Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal
S1908	c3a2546eff4cb917817e1f1ec3c25f7d	50	SUPERFAMILY	SSF56327		2	46	7.86E-10	T	18-04-2018	IPR015955	Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal
S1908	c3a2546eff4cb917817e1f1ec3c25f7d	50	Pfam	PF11975	Family 4 glycosyl hydrolase C-terminal domain	1	37	2.8E-10	T	18-04-2018	IPR022616	Glycosyl hydrolase, family 4, C-terminal
S2853	8eaabaf1993c712d03041960a653ad60	46	MobiDBLite	mobidb-lite	consensus disorder prediction	1	34	-	T	18-04-2018
S1341	08036c2641993bfb8f29f38b83a38e3b	37	MobiDBLite	mobidb-lite	consensus disorder prediction	1	37	-	T	18-04-2018
S1327	f835e9b7e0e1f1cedfc5f1572fee4a5f	30	SUPERFAMILY	SSF55021		1	29	4.81E-6	T	18-04-2018
S1327	f835e9b7e0e1f1cedfc5f1572fee4a5f	30	Gene3D	G3DSA:3.30.70.260		1	30	4.8E-6	T	18-04-2018
S2824	64e64ad691387208493cb907983ee8b7	36	Gene3D	G3DSA:3.30.1130.10		1	36	4.6E-10	T	18-04-2018
S2824	64e64ad691387208493cb907983ee8b7	36	Pfam	PF14819	Nitrile reductase, 7-cyano-7-deazaguanine-reductase N-term	2	35	6.9E-12	T	18-04-2018	IPR029139	NADPH-dependent 7-cyano-7-deazaguanine reductase, N-terminal
S1169	faeb160bb4dcabbfc7393f4842c1e447	48	MobiDBLite	mobidb-lite	consensus disorder prediction	1	24	-	T	18-04-2018
S2315	22035c6c05d6cdba9acb6ced8e0ac3c4	99	MobiDBLite	mobidb-lite	consensus disorder prediction	1	99	-	T	18-04-2018
S0652	8d9e28ab88608a76a53f0489bde7d386	148	Gene3D	G3DSA:3.50.50.60		56	147	8.5E-8	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S0652	8d9e28ab88608a76a53f0489bde7d386	148	SUPERFAMILY	SSF51905		37	146	1.78E-5	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S0652	8d9e28ab88608a76a53f0489bde7d386	148	Pfam	PF04820	Tryptophan halogenase	57	145	7.0E-8	T	18-04-2018	IPR006905	Flavin-dependent halogenase
S2299	857df47b9d6b100047c7039bcfa7a0cc	102	MobiDBLite	mobidb-lite	consensus disorder prediction	1	102	-	T	18-04-2018
S1644	4d3101be909acf8a2f1e73d9a3c0e2ef	65	Pfam	PF00528	Binding-protein-dependent transport system inner membrane component	4	65	1.7E-7	T	18-04-2018	IPR000515	ABC transporter type 1, transmembrane domain MetI-like
S1644	4d3101be909acf8a2f1e73d9a3c0e2ef	65	Gene3D	G3DSA:1.10.3720.10		2	65	1.1E-6	T	18-04-2018	IPR035906	MetI-like superfamily
S1644	4d3101be909acf8a2f1e73d9a3c0e2ef	65	SUPERFAMILY	SSF161098		6	65	1.83E-7	T	18-04-2018	IPR035906	MetI-like superfamily
S1644	4d3101be909acf8a2f1e73d9a3c0e2ef	65	ProSiteProfiles	PS50928	ABC transporter integral membrane type-1 domain profile.	1	65	8.733	T	18-04-2018	IPR000515	ABC transporter type 1, transmembrane domain MetI-like
S2177	5a000c81051f9c4430adc91718d2b336	93	MobiDBLite	mobidb-lite	consensus disorder prediction	1	39	-	T	18-04-2018
S3446	860f81d67135914ea995e930011968bb	93	Pfam	PF00590	Tetrapyrrole (Corrin/Porphyrin) Methylases	2	92	2.6E-16	T	18-04-2018	IPR000878	Tetrapyrrole methylase
S3446	860f81d67135914ea995e930011968bb	93	SUPERFAMILY	SSF53790		2	92	4.8E-16	T	18-04-2018	IPR035996	Tetrapyrrole methylase superfamily
S3446	860f81d67135914ea995e930011968bb	93	Gene3D	G3DSA:3.40.1010.10		1	93	1.6E-16	T	18-04-2018	IPR014777	Tetrapyrrole methylase, subdomain 1
S0467	9132c268a1572f76dd887436f0ee58fc	30	SUPERFAMILY	SSF55021		2	28	4.12E-5	T	18-04-2018
S0467	9132c268a1572f76dd887436f0ee58fc	30	Gene3D	G3DSA:3.30.70.260		2	30	1.3E-5	T	18-04-2018
S0694	b494d42f93aecec0fe59cc38f0a473f6	152	Gene3D	G3DSA:3.50.50.60		1	152	8.7E-36	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S0694	b494d42f93aecec0fe59cc38f0a473f6	152	SUPERFAMILY	SSF51905		37	56	3.26E-7	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S0694	b494d42f93aecec0fe59cc38f0a473f6	152	SUPERFAMILY	SSF51905		86	152	3.26E-7	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S0694	b494d42f93aecec0fe59cc38f0a473f6	152	Pfam	PF04820	Tryptophan halogenase	2	152	2.1E-25	T	18-04-2018	IPR006905	Flavin-dependent halogenase
S2108	01ba41977678c37ddfcfd3711dd4c699	47	Gene3D	G3DSA:2.60.120.10		1	47	6.2E-7	T	18-04-2018	IPR014710	RmlC-like jelly roll fold
S2108	01ba41977678c37ddfcfd3711dd4c699	47	SUPERFAMILY	SSF51182		3	47	1.02E-6	T	18-04-2018	IPR011051	RmlC-like cupin domain superfamily
S3006	fbead3bd5074d8c5946cd88047fecdf3	148	Gene3D	G3DSA:3.50.50.60		1	148	6.7E-37	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S3006	fbead3bd5074d8c5946cd88047fecdf3	148	Pfam	PF04820	Tryptophan halogenase	4	147	6.8E-43	T	18-04-2018	IPR006905	Flavin-dependent halogenase
S3006	fbead3bd5074d8c5946cd88047fecdf3	148	SUPERFAMILY	SSF51905		28	53	2.43E-5	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S3006	fbead3bd5074d8c5946cd88047fecdf3	148	SUPERFAMILY	SSF51905		80	147	2.43E-5	T	18-04-2018	IPR036188	FAD/NAD(P)-binding domain superfamily
S3649	4d1217eb5003be6fd8fa59ba7a68ff59	52	MobiDBLite	mobidb-lite	consensus disorder prediction	1	32	-	T	18-04-2018
S1406	0fe24a20fe0703da5c752637e35cdf07	42	Gene3D	G3DSA:3.40.710.10		1	42	5.2E-13	T	18-04-2018
S1406	0fe24a20fe0703da5c752637e35cdf07	42	SUPERFAMILY	SSF56601		1	41	5.35E-12	T	18-04-2018	IPR012338	Beta-lactamase/transpeptidase-like
S3610	7c71e9d77ebf8c00651ee5e2025069d5	38	Gene3D	G3DSA:3.40.50.300		1	38	6.8E-8	T	18-04-2018
S2182	cc2570cdc10f59817dcfffe08b709559	40	SUPERFAMILY	SSF52141		1	39	1.31E-7	T	18-04-2018	IPR036895	Uracil-DNA glycosylase-like domain superfamily
S2182	cc2570cdc10f59817dcfffe08b709559	40	Gene3D	G3DSA:3.40.470.10		1	40	1.7E-12	T	18-04-2018	IPR036895	Uracil-DNA glycosylase-like domain superfamily
S2507	80d10717cc22bb901462b30d5dfcc266	147	MobiDBLite	mobidb-lite	consensus disorder prediction	1	100	-	T	18-04-2018
S3167	3412c14dd97bfcbb55a4c411d9cf83bc	40	MobiDBLite	mobidb-lite	consensus disorder prediction	1	40	-	T	18-04-2018
